Original_Index,type,desc,text,remedial,tokenized_desc,tokenized_text
140,OPSTDB,Exterior Prop Area – Open Stor – Debris,"Section 16.24.330 (B) – Open Storage (Debris): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of debris, including but not limited to weeds, dead trees, trash, rubbish, garbage, etc., or similar items.",CAAH_OPST_DEB,"['Exterior', 'Prop', 'Area', '–', 'Open', 'Stor', '–', 'Debris']","['Section', '16.24.330', '(', 'B', ')', '–', 'Open', 'Storage', '(', 'Debris', ')', ':', 'It', 'is', 'unlawful', 'for', 'the', 'owner', ',', 'occupant', ',', 'or', 'person', 'or', 'entity', 'in', 'control', 'of', 'a', 'building', ',', 'structure', ',', 'or', 'premises', 'to', 'utilize', 'the', 'premises', 'of', 'such', 'property', 'for', 'the', 'open', 'storage', 'of', 'debris', ',', 'including', 'but', 'not', 'limited', 'to', 'weeds', ',', 'dead', 'trees', ',', 'trash', ',', 'rubbish', ',', 'garbage', ',', 'etc.', ',', 'or', 'similar', 'items', '.']"
141,OPSTJTD,Exterior Prop Area – Open Storage – JTD,"Section 16.24.330 (B) – Open Storage (Junk, Trash, and Debris): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of appliances; building materials, including glass, brick, stone, wood, or metal; rubbish, tires; automotive parts; or debris, including but not limited to weeds, dead trees, trash, rubbish, garbage, etc., or similar items.",CAAH_OPST_JTD,"['Exterior', 'Prop', 'Area', '–', 'Open', 'Storage', '–', 'JTD']","['Section', '16.24.330', '(', 'B', ')', '–', 'Open', 'Storage', '(', 'Junk', ',', 'Trash', ',', 'and', 'Debris', ')', ':', 'It', 'is', 'unlawful', 'for', 'the', 'owner', ',', 'occupant', ',', 'or', 'person', 'or', 'entity', 'in', 'control', 'of', 'a', 'building', ',', 'structure', ',', 'or', 'premises', 'to', 'utilize', 'the', 'premises', 'of', 'such', 'property', 'for', 'the', 'open', 'storage', 'of', 'appliances', ';', 'building', 'materials', ',', 'including', 'glass', ',', 'brick', ',', 'stone', ',', 'wood', ',', 'or', 'metal', ';', 'rubbish', ',', 'tires', ';', 'automotive', 'parts', ';', 'or', 'debris', ',', 'including', 'but', 'not', 'limited', 'to', 'weeds', ',', 'dead', 'trees', ',', 'trash', ',', 'rubbish', ',', 'garbage', ',', 'etc.', ',', 'or', 'similar', 'items', '.']"
142,OPSTVEH,Exterior Prop Area – Open Storage - Veh,"Section 16.24.330 (B) – Open Storage (Vehicles): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of any inoperable, unlicensed, or unregistered motor vehicle and/or tires and automotive parts.",CAAH_OPST_VEH,"['Exterior', 'Prop', 'Area', '–', 'Open', 'Storage', '-', 'Veh']","['Section', '16.24.330', '(', 'B', ')', '–', 'Open', 'Storage', '(', 'Vehicles', ')', ':', 'It', 'is', 'unlawful', 'for', 'the', 'owner', ',', 'occupant', ',', 'or', 'person', 'or', 'entity', 'in', 'control', 'of', 'a', 'building', ',', 'structure', ',', 'or', 'premises', 'to', 'utilize', 'the', 'premises', 'of', 'such', 'property', 'for', 'the', 'open', 'storage', 'of', 'any', 'inoperable', ',', 'unlicensed', ',', 'or', 'unregistered', 'motor', 'vehicle', 'and/or', 'tires', 'and', 'automotive', 'parts', '.']"
143,PAVINGPARK,Paving Permanent Parking Areas,"Section 17.20.070 (G) - Paving: Permanent parking areas containing five or more spaces shall be surfaced with asphalt or concrete, or other hard-surfaced dustless materials, and shall be constructed to provide adequate drainage. ",CAAZ_PAVING_PARK,"['Paving', 'Permanent', 'Parking', 'Areas']","['Section', '17.20.070', '(', 'G', ')', '-', 'Paving', ':', 'Permanent', 'parking', 'areas', 'containing', 'five', 'or', 'more', 'spaces', 'shall', 'be', 'surfaced', 'with', 'asphalt', 'or', 'concrete', ',', 'or', 'other', 'hard-surfaced', 'dustless', 'materials', ',', 'and', 'shall', 'be', 'constructed', 'to', 'provide', 'adequate', 'drainage', '.']"
144,PERMITREQ,Building and Zoning Permit Required,Section 17.40.520 - Zoning Permit Required: An application for a zoning permit must be filed with the zoning administrator prior to any person commencing any construction or alteration of a structure or initiating a change in the use of the property.,CAAZ_PERMIT_BLD_REQ,"['Building', 'and', 'Zoning', 'Permit', 'Required']","['Section', '17.40.520', '-', 'Zoning', 'Permit', 'Required', ':', 'An', 'application', 'for', 'a', 'zoning', 'permit', 'must', 'be', 'filed', 'with', 'the', 'zoning', 'administrator', 'prior', 'to', 'any', 'person', 'commencing', 'any', 'construction', 'or', 'alteration', 'of', 'a', 'structure', 'or', 'initiating', 'a', 'change', 'in', 'the', 'use', 'of', 'the', 'property', '.']"
145,PLUMDWLUT,Plumbing – Dwelling Units,"Section 16.24.410 (A) - Plumbing (Dwelling Units) Every dwelling unit shall contain a bathtub or shower, lavatory, water closet, and kitchen sink which shall be maintained in a sanitary, safe working condition. The lavatory shall be placed in the same room as the water closet or be located in close proximity to the door leading directly into the room in which such water closet is located. A kitchen sink shall not be used as a substitute for the required lavatory.",CAAP_PLUM_DWLUT,"['Plumbing', '–', 'Dwelling', 'Units']","['Section', '16.24.410', '(', 'A', ')', '-', 'Plumbing', '(', 'Dwelling', 'Units', ')', 'Every', 'dwelling', 'unit', 'shall', 'contain', 'a', 'bathtub', 'or', 'shower', ',', 'lavatory', ',', 'water', 'closet', ',', 'and', 'kitchen', 'sink', 'which', 'shall', 'be', 'maintained', 'in', 'a', 'sanitary', ',', 'safe', 'working', 'condition', '.', 'The', 'lavatory', 'shall', 'be', 'placed', 'in', 'the', 'same', 'room', 'as', 'the', 'water', 'closet', 'or', 'be', 'located', 'in', 'close', 'proximity', 'to', 'the', 'door', 'leading', 'directly', 'into', 'the', 'room', 'in', 'which', 'such', 'water', 'closet', 'is', 'located', '.', 'A', 'kitchen', 'sink', 'shall', 'not', 'be', 'used', 'as', 'a', 'substitute', 'for', 'the', 'required', 'lavatory', '.']"
146,PLUMEMFAC,Plumbing – Employee Facilities,"Section 16.24.410 (D) - Plumbing (Employee Facilities) A minimum of one water closet, one lavatory, and one drinking facility shall be available to employees. Drinking facilities shall be a drinking fountain, water cooler, bottled water cooler, or disposable cups next to a sink or water dispenser. Drinking facilities shall not be located in toilet rooms or bathrooms.",CAAP_PLUM_EMFAC,"['Plumbing', '–', 'Employee', 'Facilities']","['Section', '16.24.410', '(', 'D', ')', '-', 'Plumbing', '(', 'Employee', 'Facilities', ')', 'A', 'minimum', 'of', 'one', 'water', 'closet', ',', 'one', 'lavatory', ',', 'and', 'one', 'drinking', 'facility', 'shall', 'be', 'available', 'to', 'employees', '.', 'Drinking', 'facilities', 'shall', 'be', 'a', 'drinking', 'fountain', ',', 'water', 'cooler', ',', 'bottled', 'water', 'cooler', ',', 'or', 'disposable', 'cups', 'next', 'to', 'a', 'sink', 'or', 'water', 'dispenser', '.', 'Drinking', 'facilities', 'shall', 'not', 'be', 'located', 'in', 'toilet', 'rooms', 'or', 'bathrooms', '.']"
147,PLUMFIXCL,Plumbing Systems – Fixture Clearance,Section 16.24.430 (B) - Plumbing Systems (Fixtures) All plumbing fixtures shall have adequate clearances for usage and cleaning.,CAAP_PLUM_FIXCL,"['Plumbing', 'Systems', '–', 'Fixture', 'Clearance']","['Section', '16.24.430', '(', 'B', ')', '-', 'Plumbing', 'Systems', '(', 'Fixtures', ')', 'All', 'plumbing', 'fixtures', 'shall', 'have', 'adequate', 'clearances', 'for', 'usage', 'and', 'cleaning', '.']"
148,PLUMGENREQ,Plumbing Systems – General Requirements,"Section 16.24.430 (A) - Plumbing Systems (General) All plumbing fixtures shall be properly installed and maintained in working order, shall be kept free from obstructions, leaks and defects, and shall be capable of performing the function for which such plumbing fixtures are designed. All plumbing fixtures shall be maintained in a safe, sanitary and functional condition.",CAAP_PLUM_GENREQ,"['Plumbing', 'Systems', '–', 'General', 'Requirements']","['Section', '16.24.430', '(', 'A', ')', '-', 'Plumbing', 'Systems', '(', 'General', ')', 'All', 'plumbing', 'fixtures', 'shall', 'be', 'properly', 'installed', 'and', 'maintained', 'in', 'working', 'order', ',', 'shall', 'be', 'kept', 'free', 'from', 'obstructions', ',', 'leaks', 'and', 'defects', ',', 'and', 'shall', 'be', 'capable', 'of', 'performing', 'the', 'function', 'for', 'which', 'such', 'plumbing', 'fixtures', 'are', 'designed', '.', 'All', 'plumbing', 'fixtures', 'shall', 'be', 'maintained', 'in', 'a', 'safe', ',', 'sanitary', 'and', 'functional', 'condition', '.']"
149,PLUMHOTEL,Plumbing – Hotel,"Section 16.24.410 (C) - Plumbing (Hotel) Where private water closets, lavatories, and baths or showers are not provided, one water closet, one lavatory, and one bathtub or shower having access from a public hallway shall be provided for each ten occupants of any hotel.",CAAP_PLUM_HOTEL,"['Plumbing', '–', 'Hotel']","['Section', '16.24.410', '(', 'C', ')', '-', 'Plumbing', '(', 'Hotel', ')', 'Where', 'private', 'water', 'closets', ',', 'lavatories', ',', 'and', 'baths', 'or', 'showers', 'are', 'not', 'provided', ',', 'one', 'water', 'closet', ',', 'one', 'lavatory', ',', 'and', 'one', 'bathtub', 'or', 'shower', 'having', 'access', 'from', 'a', 'public', 'hallway', 'shall', 'be', 'provided', 'for', 'each', 'ten', 'occupants', 'of', 'any', 'hotel', '.']"
150,PLUMRMHSE,Plumbing – Rooming Houses,"Section 16.24.410 (B) - Plumbing (Rooming Houses) At least one water closet, lavatory, and bathtub or shower shall be supplied for each four rooming units in a rooming house.",CAAP_PLUM_RMHSE,"['Plumbing', '–', 'Rooming', 'Houses']","['Section', '16.24.410', '(', 'B', ')', '-', 'Plumbing', '(', 'Rooming', 'Houses', ')', 'At', 'least', 'one', 'water', 'closet', ',', 'lavatory', ',', 'and', 'bathtub', 'or', 'shower', 'shall', 'be', 'supplied', 'for', 'each', 'four', 'rooming', 'units', 'in', 'a', 'rooming', 'house', '.']"
151,PLUMSYSHAZ,Plumbing Systems – System Hazards,"Section 16.24.430 (C) - Plumbing Systems (Hazards) Where it is found that a plumbing fixture or system in a building, structure, or premises constitutes a hazard to the occupants or the building, structure, or premises by reason of inadequate service, inadequate venting, cross connection, back siphonage, improper installation, deterioration, damage, or for similar reasons, the director shall require the defects to be corrected to eliminate the hazard.",CAAP_PLUM_SYSHAZ,"['Plumbing', 'Systems', '–', 'System', 'Hazards']","['Section', '16.24.430', '(', 'C', ')', '-', 'Plumbing', 'Systems', '(', 'Hazards', ')', 'Where', 'it', 'is', 'found', 'that', 'a', 'plumbing', 'fixture', 'or', 'system', 'in', 'a', 'building', ',', 'structure', ',', 'or', 'premises', 'constitutes', 'a', 'hazard', 'to', 'the', 'occupants', 'or', 'the', 'building', ',', 'structure', ',', 'or', 'premises', 'by', 'reason', 'of', 'inadequate', 'service', ',', 'inadequate', 'venting', ',', 'cross', 'connection', ',', 'back', 'siphonage', ',', 'improper', 'installation', ',', 'deterioration', ',', 'damage', ',', 'or', 'for', 'similar', 'reasons', ',', 'the', 'director', 'shall', 'require', 'the', 'defects', 'to', 'be', 'corrected', 'to', 'eliminate', 'the', 'hazard', '.']"
152,QUARHOLE,Nuisance declared - holes,"Section 10.52.020 - Nuisance declared when: Holes, ponds, ditches and other depressions created by the mining, quarrying or digging operations by means of which rock, gravel, clay or other commercial products of the ground are obtained therefrom, which are left open and accessible to human beings who may receive injuries by reason thereof, are declared to be a nuisance.",CAAZ_CAR_ROW,"['Nuisance', 'declared', '-', 'holes']","['Section', '10.52.020', '-', 'Nuisance', 'declared', 'when', ':', 'Holes', ',', 'ponds', ',', 'ditches', 'and', 'other', 'depressions', 'created', 'by', 'the', 'mining', ',', 'quarrying', 'or', 'digging', 'operations', 'by', 'means', 'of', 'which', 'rock', ',', 'gravel', ',', 'clay', 'or', 'other', 'commercial', 'products', 'of', 'the', 'ground', 'are', 'obtained', 'therefrom', ',', 'which', 'are', 'left', 'open', 'and', 'accessible', 'to', 'human', 'beings', 'who', 'may', 'receive', 'injuries', 'by', 'reason', 'thereof', ',', 'are', 'declared', 'to', 'be', 'a', 'nuisance', '.']"
153,RESPMAINT,Failure to Maintain Bldgs or Structures,"Section 16.24.310 – Responsibility: The owner of the premises shall fully maintain the buildings, structures and premises in compliance with the requirements of Metro Codes chapter 16.24. An owner shall not occupy or permit another person to occupy a building, structure, or premises which is not in a safe, clean, and sanitary.",CAAH_RESP_MAINT,"['Failure', 'to', 'Maintain', 'Bldgs', 'or', 'Structures']","['Section', '16.24.310', '–', 'Responsibility', ':', 'The', 'owner', 'of', 'the', 'premises', 'shall', 'fully', 'maintain', 'the', 'buildings', ',', 'structures', 'and', 'premises', 'in', 'compliance', 'with', 'the', 'requirements', 'of', 'Metro', 'Codes', 'chapter', '16.24', '.', 'An', 'owner', 'shall', 'not', 'occupy', 'or', 'permit', 'another', 'person', 'to', 'occupy', 'a', 'building', ',', 'structure', ',', 'or', 'premises', 'which', 'is', 'not', 'in', 'a', 'safe', ',', 'clean', ',', 'and', 'sanitary', '.']"
154,RESUESECRS,Security Residence,"Section 17.16.030 (C) - Security Residence: Residence fails to meet the requirements for a security residence because  occupancy requirement not met,  residence not above or in the same building as business or  residence is being rented.",CAAZ_REUSE_SECRES,"['Security', 'Residence']","['Section', '17.16.030', '(', 'C', ')', '-', 'Security', 'Residence', ':', 'Residence', 'fails', 'to', 'meet', 'the', 'requirements', 'for', 'a', 'security', 'residence', 'because', 'occupancy', 'requirement', 'not', 'met', ',', 'residence', 'not', 'above', 'or', 'in', 'the', 'same', 'building', 'as', 'business', 'or', 'residence', 'is', 'being', 'rented', '.']"
155,RESUSECON,Consignment Sale,Section 17.16.030 (A) - Consignment Sale: Accessory use of residential property (consignment sale) not allowed because  minimum lot size requirement not met (3 acres) and or  only two events are allowed per calendar year.,CAAZ_RESUSE_CONSIGN,"['Consignment', 'Sale']","['Section', '17.16.030', '(', 'A', ')', '-', 'Consignment', 'Sale', ':', 'Accessory', 'use', 'of', 'residential', 'property', '(', 'consignment', 'sale', ')', 'not', 'allowed', 'because', 'minimum', 'lot', 'size', 'requirement', 'not', 'met', '(', '3', 'acres', ')', 'and', 'or', 'only', 'two', 'events', 'are', 'allowed', 'per', 'calendar', 'year', '.']"
156,RODACCGAR,Accumulation of garbage,"Section 10.32.130 - Accumulation of garbage: It is unlawful for any person to place, leave, dump or permit to accumulate any garbage, rubbish or trash in any building or premises so that same shall or may afford food or harborage for rats.",CAMCL_HSAN_STD,"['Accumulation', 'of', 'garbage']","['Section', '10.32.130', '-', 'Accumulation', 'of', 'garbage', ':', 'It', 'is', 'unlawful', 'for', 'any', 'person', 'to', 'place', ',', 'leave', ',', 'dump', 'or', 'permit', 'to', 'accumulate', 'any', 'garbage', ',', 'rubbish', 'or', 'trash', 'in', 'any', 'building', 'or', 'premises', 'so', 'that', 'same', 'shall', 'or', 'may', 'afford', 'food', 'or', 'harborage', 'for', 'rats', '.']"
